Otu423	d:Fungi(1.0000),p:Ascomycota(0.8800),c:Sordariomycetes(0.7800),o:Hypocreales(0.7800),f:Stachybotryaceae(0.7500),g:Smaragdiniseta(0.3900),s:Smaragdiniseta_bisetosa_SH630182.07FU(0.3900)	+	d:Fungi,p:Ascomycota
Otu422	d:Rhizaria(0.5800),p:Cercozoa(0.5800),c:Glomeromycetes(0.0300),o:Symbiotaphrinales(0.0300),f:Symbiotaphrinaceae(0.0300),g:Symbiotaphrina(0.0300),s:Symbiotaphrina_buchneri_SH643910.07FU(0.0300)	+	
Otu429	d:Fungi(1.0000),p:Ascomycota(0.9100),c:Leotiomycetes(0.8800),o:Helotiales(0.8800),f:Helotiaceae(0.8700),g:Articulospora(0.8700),s:Calloria_urticae_SH529064.07FU(0.0100)	+	d:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Helotiaceae,g:Articulospora
Otu424	d:Fungi(1.0000),p:Ascomycota(1.0000),c:Leotiomycetes(1.0000),o:Helotiales(1.0000),f:Helotiales_fam_Incertae_sedis(0.3500),g:Mycoarthris(0.3200),s:Mycoarthris_corallina_SH198115.07FU(0.3200)	+	d:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales
Otu430	d:Fungi(1.0000),p:Ascomycota(0.9500),c:Leotiomycetes(0.9400),o:Helotiales(0.9400),f:Helotiales_fam_Incertae_sedis(0.6600),g:Cadophora(0.4500),s:Collembolispora_barbata_SH186791.07FU(0.0900)	+	d:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales
Otu433	d:Fungi(0.8900),p:Ascomycota(0.6300),c:Saccharomycetes(0.4000),o:Saccharomycetales(0.4000),f:Mycosphaerellaceae(0.0800),g:Stenella(0.0500),s:Stenella_araguata_SH631423.07FU(0.0500)	+	d:Fungi
Otu431	d:Fungi(1.0000),p:Ascomycota(1.0000)	+	d:Fungi,p:Ascomycota
Otu435	d:Fungi(0.5000),p:Cercozoa(0.5000),c:Agaricomycetes(0.1200),o:Agaricales(0.0500),f:Glomeraceae(0.0300),g:Inocybe(0.0200),s:Diutina_rugosa_SH180756.07FU(0.0200)	+	
Otu426	d:Fungi(1.0000),p:Ascomycota(1.0000),c:Leotiomycetes(1.0000),o:Helotiales(1.0000),f:Helotiaceae(0.9100),g:Glarea(0.0100)	+	d:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Helotiaceae
Otu434	d:Fungi(1.0000),p:Ascomycota(0.5200),c:Sordariomycetes(0.5200),o:Sordariales(0.5200),f:Lasiosphaeriaceae(0.4800),g:Schizothecium(0.0500),s:Schizothecium_glutinans_SH201189.07FU(0.0400)	+	d:Fungi
Otu438	d:Fungi(1.0000),p:Ascomycota(1.0000),c:Orbiliomycetes(1.0000),o:Orbiliales(0.9900)	+	d:Fungi,p:Ascomycota,c:Orbiliomycetes,o:Orbiliales
Otu428	d:Fungi(1.0000),p:Ascomycota(1.0000),c:Leotiomycetes(0.9700),o:Helotiales(0.9700),f:Helotiales_fam_Incertae_sedis(0.3200),g:Leohumicola(0.2600),s:Cistella_albidolutea_SH198116.07FU(0.1300)	+	d:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales
Otu419	d:Fungi(1.0000),p:Basidiomycota(0.8900),c:Microbotryomycetes(0.8200),o:Sporidiobolales(0.7600),f:Sporidiobolaceae(0.7600),g:Sporobolomyces(0.6700),s:Hamamotoa_lignophila_SH643727.07FU(0.0200)	+	d:Fungi,p:Basidiomycota,c:Microbotryomycetes
Otu439	d:Fungi(1.0000),p:Basidiomycota(1.0000),c:Tremellomycetes(1.0000),o:Tremellales(1.0000),f:Bulleribasidiaceae(1.0000),g:Vishniacozyma(1.0000),s:Vishniacozyma_victoriae_SH181632.07FU(1.0000)	+	d:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Bulleribasidiaceae,g:Vishniacozyma,s:Vishniacozyma_victoriae_SH181632.07FU
Otu437	d:Fungi(1.0000),p:Ascomycota(0.9100),c:Sordariomycetes(0.6400),o:Hypocreales(0.6300),f:Stachybotryaceae(0.5800),g:Smaragdiniseta(0.2500),s:Smaragdiniseta_bisetosa_SH630182.07FU(0.2500)	+	d:Fungi,p:Ascomycota
Otu442	d:Fungi(1.0000),p:Basidiomycota(1.0000),c:Tremellomycetes(0.0300),o:Holtermanniales(0.0300),f:Holtermanniales_fam_Incertae_sedis(0.0300),g:Holtermanniella(0.0300),s:Holtermanniella_takashimae_SH190741.07FU(0.0300)	+	d:Fungi,p:Basidiomycota
Otu436	d:Fungi(1.0000),p:Ascomycota(0.0400),c:Dothideomycetes(0.0400),o:Pleosporales(0.0400),f:Pleosporales_fam_Incertae_sedis(0.0400),g:Pseudorobillarda(0.0400)	+	d:Fungi
Otu440	d:Fungi(1.0000),p:Ascomycota(1.0000),c:Sordariomycetes(1.0000),o:Sordariales(1.0000),f:Sordariaceae(1.0000),g:Gelasinospora(0.5300),s:Gelasinospora_cratophora_SH011221.07FU(0.5300)	+	d:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Sordariaceae
Otu432	d:Fungi(1.0000),p:Basidiomycota(1.0000),c:Tremellomycetes(1.0000),o:Tremellales(0.9900),f:Bulleribasidiaceae(0.9900),g:Vishniacozyma(0.9900),s:Vishniacozyma_carnescens_SH181629.07FU(0.9500)	+	d:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Bulleribasidiaceae,g:Vishniacozyma,s:Vishniacozyma_carnescens_SH181629.07FU
Otu443	d:Fungi(1.0000),p:Basidiomycota(0.9900),c:Tremellomycetes(0.0400),o:Holtermanniales(0.0300),f:Holtermanniales_fam_Incertae_sedis(0.0300),g:Holtermanniella(0.0300),s:Holtermanniella_takashimae_SH190741.07FU(0.0300)	+	d:Fungi,p:Basidiomycota
Otu448	d:Rhizaria(0.5800),p:Cercozoa(0.5800),c:Agaricomycetes(0.1000),o:Agaricales(0.0500),f:Symbiotaphrinaceae(0.0500),g:Symbiotaphrina(0.0500),s:Symbiotaphrina_kochii_SH021199.07FU(0.0300)	+	
Otu449	d:Fungi(1.0000),p:Ascomycota(1.0000),c:Sordariomycetes(0.9900),o:Xylariales(0.0300),f:Xylariaceae(0.0100),g:Cercophora(0.0100),s:Anthostomella_leucospermi_SH013820.07FU(0.0100)	+	d:Fungi,p:Ascomycota,c:Sordariomycetes
Otu452	d:Fungi(1.0000),p:Ascomycota(0.5200),c:Sordariomycetes(0.5200),o:Sordariales(0.5200),f:Lasiosphaeriaceae(0.4800),g:Schizothecium(0.0500),s:Schizothecium_glutinans_SH201189.07FU(0.0400)	+	d:Fungi
Otu441	d:Fungi(1.0000),p:Ascomycota(0.9400),c:Leotiomycetes(0.6200),o:Helotiales(0.6200),f:Hyaloscyphaceae(0.2000),g:Lemonniera(0.1900),s:Lemonniera_centrosphaera_SH184435.07FU(0.0100)	+	d:Fungi,p:Ascomycota
Otu450	d:Fungi(1.0000),p:Basidiomycota(1.0000),c:Agaricostilbomycetes(1.0000),o:Agaricostilbales(1.0000),f:Kondoaceae(1.0000),g:Kondoa(1.0000)	+	d:Fungi,p:Basidiomycota,c:Agaricostilbomycetes,o:Agaricostilbales,f:Kondoaceae,g:Kondoa
Otu446	d:Fungi(1.0000),p:Ascomycota(0.8900),c:Lecanoromycetes(0.2800),o:Ostropales(0.2200),f:Orbiliaceae(0.0500),g:Orbilia(0.0400),s:Massaria_lantanae_SH461074.07FU(0.0400)	+	d:Fungi,p:Ascomycota
Otu447	d:Fungi(1.0000),p:Basidiomycota(0.9100),c:Tremellomycetes(0.8600),o:Tremellales(0.8300),f:Bulleribasidiaceae(0.8300),g:Vishniacozyma(0.8300),s:Vishniacozyma_dimennae_SH203801.07FU(0.6800)	+	d:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Bulleribasidiaceae,g:Vishniacozyma
Otu455	d:Fungi(1.0000),p:Ascomycota(0.9400),c:Xylonomycetes(0.3400),o:Symbiotaphrinales(0.3400),f:Symbiotaphrinaceae(0.3400),g:Symbiotaphrina(0.3400),s:Symbiotaphrina_kochii_SH021199.07FU(0.1700)	+	d:Fungi,p:Ascomycota
Otu444	d:Fungi(1.0000),p:Basidiomycota(0.9000),c:Microbotryomycetes(0.8600),o:Sporidiobolales(0.7900),f:Sporidiobolaceae(0.7900),g:Sporobolomyces(0.6500),s:Rhodotorula_ingeniosa_SH213424.07FU(0.0200)	+	d:Fungi,p:Basidiomycota,c:Microbotryomycetes
Otu453	d:Fungi(1.0000)	+	d:Fungi
Otu454	d:Fungi(1.0000),p:Basidiomycota(1.0000),c:Agaricostilbomycetes(1.0000),o:Agaricostilbales(1.0000),f:Kondoaceae(1.0000),g:Kondoa(1.0000)	+	d:Fungi,p:Basidiomycota,c:Agaricostilbomycetes,o:Agaricostilbales,f:Kondoaceae,g:Kondoa
Otu451	d:Fungi(1.0000),p:Ascomycota(1.0000),c:Leotiomycetes(1.0000),o:Helotiales(1.0000),f:Helotiaceae(1.0000),g:Articulospora(0.0100)	+	d:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Helotiaceae
Otu457	d:Fungi(1.0000),p:Ascomycota(0.1100)	+	d:Fungi
Otu460	d:Fungi(1.0000),p:Basidiomycota(1.0000),c:Tremellomycetes(1.0000),o:Tremellales(1.0000),f:Bulleribasidiaceae(1.0000),g:Vishniacozyma(1.0000),s:Vishniacozyma_victoriae_SH181632.07FU(1.0000)	+	d:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Bulleribasidiaceae,g:Vishniacozyma,s:Vishniacozyma_victoriae_SH181632.07FU
Otu445	d:Fungi(1.0000),p:Ascomycota(0.9900),c:Dothideomycetes(0.9200),o:Pleosporales(0.9200),f:Phaeosphaeriaceae(0.9200),g:Phaeosphaeria(0.9100),s:Phaeosphaeria_rousseliana_SH630633.07FU(0.0100)	+	d:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae,g:Phaeosphaeria
Otu458	d:Fungi(0.9500),p:Ascomycota(0.5700),c:Orbiliomycetes(0.1800),o:Orbiliales(0.1800),f:Orbiliaceae(0.1700),g:Orbilia(0.1100),s:Symbiotaphrina_buchneri_SH643910.07FU(0.0900)	+	d:Fungi
Otu459	d:Fungi(1.0000),p:Basidiomycota(0.1600),c:Agaricomycetes(0.1500),o:Agaricales(0.1200),f:Tricholomataceae(0.1100),g:Arrhenia(0.1000),s:Arrhenia_subglobispora_SH197391.07FU(0.0700)	+	d:Fungi
Otu466	d:Fungi(0.7600),p:Ascomycota(0.3100),c:Agaricomycetes(0.1200),o:Symbiotaphrinales(0.1000),f:Symbiotaphrinaceae(0.1000),g:Symbiotaphrina(0.1000),s:Symbiotaphrina_kochii_SH021199.07FU(0.0900)	+	
Otu462	d:Fungi(1.0000),p:Ascomycota(1.0000),c:Dothideomycetes(1.0000),o:Pleosporales(1.0000),f:Amniculicolaceae(1.0000),g:Murispora(1.0000),s:Murispora_cicognanii_SH488105.07FU(1.0000)	+	d:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Amniculicolaceae,g:Murispora,s:Murispora_cicognanii_SH488105.07FU
Otu456	d:Fungi(1.0000),p:Ascomycota(0.8400),c:Dothideomycetes(0.8400),o:Pleosporales(0.8300),f:Sporormiaceae(0.7600),g:Preussia(0.6600),s:Camarographium_carpini_SH019479.07FU(0.0100)	+	d:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales
Otu463	d:Fungi(1.0000),p:Ascomycota(1.0000),c:Orbiliomycetes(1.0000),o:Orbiliales(1.0000),f:Orbiliaceae(1.0000),g:Orbilia(1.0000),s:Orbilia_rectispora_SH206612.07FU(1.0000)	+	d:Fungi,p:Ascomycota,c:Orbiliomycetes,o:Orbiliales,f:Orbiliaceae,g:Orbilia,s:Orbilia_rectispora_SH206612.07FU
Otu470	d:Fungi(1.0000),p:Ascomycota(1.0000),c:Dothideomycetes(1.0000)	+	d:Fungi,p:Ascomycota,c:Dothideomycetes
Otu469	d:Fungi(1.0000),p:Ascomycota(0.8000),c:Dothideomycetes(0.8000),o:Pleosporales(0.8000),f:Didymellaceae(0.5700),g:Didymella(0.5700),s:Didymella_urticicola_SH186597.07FU(0.5700)	+	d:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales
Otu464	d:Fungi(1.0000),p:Basidiomycota(1.0000),c:Agaricomycetes(1.0000),o:Agaricales(1.0000),f:Tricholomataceae(1.0000),g:Calyptella(1.0000),s:Calyptella_capula_SH178424.07FU(1.0000)	+	d:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Tricholomataceae,g:Calyptella,s:Calyptella_capula_SH178424.07FU
Otu461	d:Fungi(1.0000),p:Ascomycota(0.0200),c:Dothideomycetes(0.0200)	+	d:Fungi
Otu474	d:Fungi(1.0000),p:Basidiomycota(1.0000),c:Agaricomycetes(1.0000),o:Agaricales(1.0000),f:Bolbitiaceae(1.0000),g:Agrocybe(1.0000),s:Agrocybe_praecox_SH176909.07FU(0.9400)	+	d:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Bolbitiaceae,g:Agrocybe,s:Agrocybe_praecox_SH176909.07FU
Otu468	d:Fungi(1.0000),p:Ascomycota(1.0000),c:Dothideomycetes(1.0000),o:Pleosporales(0.1100),f:Phaeosphaeriaceae(0.0300)	+	d:Fungi,p:Ascomycota,c:Dothideomycetes
Otu471	d:Fungi(1.0000),p:Basidiomycota(1.0000),c:Agaricomycetes(1.0000),o:Cantharellales(1.0000),f:Ceratobasidiaceae(1.0000),g:Waitea(0.2800),s:Waitea_circinata_var._circinata_SH015963.07FU(0.2600)	+	d:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Cantharellales,f:Ceratobasidiaceae
Otu475	d:Fungi(1.0000),p:Ascomycota(0.9700),c:Leotiomycetes(0.9700),o:Helotiales(0.9700),f:Helotiaceae(0.5400),g:Crocicreas(0.5300),s:Crocicreas_epicalamia_SH218630.07FU(0.5300)	+	d:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales
Otu478	d:Fungi(1.0000),p:Basidiomycota(0.0300),c:Agaricomycetes(0.0300),o:Agaricales(0.0300),f:Lyophyllaceae(0.0200),g:Termitomyces(0.0200),s:Pacispora_scintillans_SH204420.07FU(0.0100)	+	d:Fungi
Otu473	d:Fungi(1.0000),p:Ascomycota(1.0000),c:Orbiliomycetes(1.0000),o:Orbiliales(1.0000),f:Orbiliaceae(1.0000),g:Orbilia(1.0000)	+	d:Fungi,p:Ascomycota,c:Orbiliomycetes,o:Orbiliales,f:Orbiliaceae,g:Orbilia
Otu476	d:Fungi(1.0000),p:Basidiomycota(0.4200),c:Xylonomycetes(0.0200),o:Symbiotaphrinales(0.0200),f:Symbiotaphrinaceae(0.0200),g:Symbiotaphrina(0.0200),s:Symbiotaphrina_kochii_SH021199.07FU(0.0100)	+	d:Fungi
Otu472	d:Fungi(1.0000),p:Basidiomycota(0.0200),c:Tremellomycetes(0.0200),o:Holtermanniales(0.0200),f:Holtermanniales_fam_Incertae_sedis(0.0200),g:Holtermanniella(0.0200),s:Holtermanniella_takashimae_SH526070.07FU(0.0200)	+	d:Fungi
Otu482	d:Fungi(1.0000),p:Basidiomycota(1.0000),c:Tremellomycetes(1.0000),o:Tremellales(1.0000),f:Bulleribasidiaceae(1.0000),g:Vishniacozyma(1.0000),s:Vishniacozyma_victoriae_SH181632.07FU(1.0000)	+	d:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Bulleribasidiaceae,g:Vishniacozyma,s:Vishniacozyma_victoriae_SH181632.07FU
Otu481	d:Fungi(1.0000),p:Basidiomycota(1.0000),c:Tremellomycetes(1.0000),o:Tremellales(1.0000),f:Bulleribasidiaceae(1.0000),g:Vishniacozyma(1.0000),s:Vishniacozyma_victoriae_SH181632.07FU(1.0000)	+	d:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Bulleribasidiaceae,g:Vishniacozyma,s:Vishniacozyma_victoriae_SH181632.07FU
Otu480	d:Fungi(1.0000),p:Basidiomycota(0.8600),c:Tremellomycetes(0.8600),o:Filobasidiales(0.8600),f:Filobasidiaceae(0.8600),g:Filobasidium(0.8600),s:Filobasidium_oeirense_SH264590.07FU(0.8600)	+	d:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Filobasidiales,f:Filobasidiaceae,g:Filobasidium,s:Filobasidium_oeirense_SH264590.07FU
Otu465	d:Fungi(1.0000),p:Ascomycota(1.0000),c:Dothideomycetes(1.0000),o:Pleosporales(1.0000),f:Cucurbitariaceae(0.2300),g:Pyrenochaeta(0.2300),s:Pyrenochaeta_inflorescentiae_SH217883.07FU(0.0100)	+	d:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales
Otu479	d:Fungi(1.0000),p:Ascomycota(1.0000),c:Leotiomycetes(1.0000),o:Erysiphales(1.0000),f:Erysiphaceae(1.0000),g:Blumeria(1.0000),s:Blumeria_graminis_SH205389.07FU(1.0000)	+	d:Fungi,p:Ascomycota,c:Leotiomycetes,o:Erysiphales,f:Erysiphaceae,g:Blumeria,s:Blumeria_graminis_SH205389.07FU
Otu486	d:Fungi(1.0000),p:Ascomycota(1.0000),c:Sordariomycetes(0.9900),o:Hypocreales(0.9900),f:Ophiocordycipitaceae(0.5100),g:Ophiocordyceps(0.4400),s:Ophiocordyceps_xuefengensis_SH210595.07FU(0.2300)	+	d:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales
Otu477	d:Fungi(1.0000),p:Ascomycota(1.0000),c:Saccharomycetes(1.0000),o:Saccharomycetales(1.0000)	+	d:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales
Otu483	d:Fungi(1.0000),p:Ascomycota(0.9800),c:Dothideomycetes(0.9800),o:Pleosporales(0.9800)	+	d:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales
Otu485	d:Fungi(1.0000),p:Ascomycota(0.9100),c:Sordariomycetes(0.6400),o:Hypocreales(0.6300),f:Stachybotryaceae(0.5800),g:Smaragdiniseta(0.2500),s:Smaragdiniseta_bisetosa_SH630182.07FU(0.2500)	+	d:Fungi,p:Ascomycota
Otu467	d:Fungi(1.0000),p:Basidiomycota(0.9100),c:Tremellomycetes(0.9100),o:Pleosporales(0.0800),f:Didymellaceae(0.0800),g:Stagonosporopsis(0.0100),s:Stagonosporopsis_andigena_SH186617.07FU(0.0100)	+	d:Fungi,p:Basidiomycota,c:Tremellomycetes
Otu484	d:Fungi(1.0000),p:Ascomycota(0.6200),c:Dothideomycetes(0.3300),o:Pleosporales(0.2700),f:Didymellaceae(0.0700),g:Ophiosphaerella(0.0600),s:Calloria_urticae_SH529064.07FU(0.0200)	+	d:Fungi
Otu491	d:Fungi(1.0000),p:Ascomycota(0.9100),c:Dothideomycetes(0.8800),o:Pleosporales(0.7300),f:Lentitheciaceae(0.1700),g:Murilentithecium(0.1600),s:Murilentithecium_clematidis_SH531353.07FU(0.1600)	+	d:Fungi,p:Ascomycota,c:Dothideomycetes
Otu488	d:Fungi(0.9500),p:Ascomycota(0.9200),c:Leotiomycetes(0.9200),o:Helotiales(0.9200),f:Helotiaceae(0.9200),g:Tetracladium(0.9200)	+	d:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Helotiaceae,g:Tetracladium
Otu487	d:Fungi(1.0000),p:Ascomycota(0.7200),c:Sordariomycetes(0.7200),o:Xylariales(0.7200),f:Microdochiaceae(0.0200),g:Microdochium(0.0200),s:Microdochium_lycopodinum_SH112161.07FU(0.0200)	+	d:Fungi
Otu496	d:Fungi(1.0000),p:Ascomycota(1.0000),c:Eurotiomycetes(1.0000),o:Verrucariales(1.0000),f:Verrucariaceae(0.8900),g:Verrucaria(0.8200),s:Verrucaria_nigrescens_SH205398.07FU(0.3700)	+	d:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Verrucariales,f:Verrucariaceae,g:Verrucaria
Otu494	d:Fungi(1.0000),p:Ascomycota(1.0000),c:Pezizomycetes(1.0000),o:Pezizales(1.0000),f:Ascobolaceae(1.0000),g:Ascobolus(1.0000)	+	d:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Ascobolaceae,g:Ascobolus
Otu493	d:Fungi(1.0000),p:Ascomycota(0.3300),c:Dothideomycetes(0.3300),o:Pleosporales(0.3300)	+	d:Fungi
Otu490	d:Rhizaria(0.9900),p:Cercozoa(0.9900),c:Agaricomycetes(0.0100),o:Hymenochaetales(0.0100),f:Hymenochaetaceae(0.0100),g:Coltricia(0.0100)	+	d:Rhizaria,p:Cercozoa
Otu492	d:Fungi(1.0000),p:Ascomycota(0.9100),c:Sordariomycetes(0.9100),o:Xylariales(0.9100),f:Sporocadaceae(0.8800),g:Discosia(0.8700),s:Discosia_pseudoartocreas_SH278700.07FU(0.8700)	+	d:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales,f:Sporocadaceae,g:Discosia,s:Discosia_pseudoartocreas_SH278700.07FU
Otu500	d:Fungi(0.8500),p:Ascomycota(0.4000),c:Agaricomycetes(0.1500),o:Symbiotaphrinales(0.1400),f:Symbiotaphrinaceae(0.1400),g:Symbiotaphrina(0.1400),s:Symbiotaphrina_kochii_SH021199.07FU(0.0900)	+	d:Fungi
Otu498	d:Fungi(1.0000),p:Ascomycota(1.0000),c:Dothideomycetes(1.0000),o:Capnodiales(1.0000),f:Mycosphaerellaceae(1.0000),g:Zymoseptoria(0.9700),s:Zymoseptoria_verkleyi_SH195834.07FU(0.9400)	+	d:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Mycosphaerellaceae,g:Zymoseptoria,s:Zymoseptoria_verkleyi_SH195834.07FU
Otu497	d:Fungi(1.0000),p:Basidiomycota(0.8500),c:Microbotryomycetes(0.8500),o:Leucosporidiales(0.7700),f:Leucosporidiaceae(0.7600),g:Leucosporidium(0.6900),s:Leucosporidium_fragarium_SH193772.07FU(0.4100)	+	d:Fungi,p:Basidiomycota,c:Microbotryomycetes
Otu489	d:Fungi(1.0000),p:Basidiomycota(0.9000),c:Microbotryomycetes(0.9000),o:Leucosporidiales(0.8700),f:Leucosporidiaceae(0.8600),g:Leucosporidium(0.7900),s:Leucosporidium_fragarium_SH193772.07FU(0.5400)	+	d:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Leucosporidiales,f:Leucosporidiaceae
Otu501	d:Fungi(1.0000),p:Ascomycota(0.2000),c:Pezizomycetes(0.2000),o:Pezizales(0.2000),f:Pyronemataceae(0.2000)	+	d:Fungi
Otu505	d:Fungi(1.0000),p:Ascomycota(0.9000),c:Taphrinomycetes(0.8000),o:Taphrinales(0.8000),f:Protomycetaceae(0.8000),g:Protomyces(0.8000),s:Protomyces_inouyei_SH211874.07FU(0.8000)	+	d:Fungi,p:Ascomycota,c:Taphrinomycetes,o:Taphrinales,f:Protomycetaceae,g:Protomyces,s:Protomyces_inouyei_SH211874.07FU
Otu506	d:Fungi(1.0000),p:Basidiomycota(1.0000),c:Tremellomycetes(1.0000),o:Tremellales(0.0700),f:Bulleribasidiaceae(0.0700),g:Vishniacozyma(0.0700),s:Vishniacozyma_victoriae_SH181632.07FU(0.0400)	+	d:Fungi,p:Basidiomycota,c:Tremellomycetes
Otu499	d:Fungi(1.0000),p:Basidiomycota(1.0000),c:Tremellomycetes(1.0000),o:Tremellales(1.0000),f:Bulleribasidiaceae(1.0000),g:Vishniacozyma(1.0000),s:Vishniacozyma_victoriae_SH181632.07FU(1.0000)	+	d:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Bulleribasidiaceae,g:Vishniacozyma,s:Vishniacozyma_victoriae_SH181632.07FU
Otu510	d:Fungi(1.0000),p:Ascomycota(0.0300),c:Sordariomycetes(0.0300),o:Glomerellales(0.0300),f:Plectosphaerellaceae(0.0300),g:Plectosphaerella(0.0300),s:Plectosphaerella_oratosquillae_SH190975.07FU(0.0100)	+	d:Fungi
Otu495	d:Fungi(1.0000),p:Ascomycota(0.9900),c:Dothideomycetes(0.9300),o:Pleosporales(0.9300),f:Phaeosphaeriaceae(0.8300),g:Septoriella(0.6900),s:Septoriella_phragmitis_SH238525.07FU(0.6900)	+	d:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae
Otu502	d:Fungi(1.0000),p:Ascomycota(0.7700),c:Eurotiomycetes(0.2900),o:Chaetothyriales(0.1300),f:Verrucariaceae(0.0700),g:Verrucaria(0.0600),s:Diploschistes_actinostomus_SH192209.07FU(0.0200)	+	d:Fungi
Otu509	d:Fungi(1.0000),p:Ascomycota(1.0000),c:Leotiomycetes(1.0000),o:Helotiales(1.0000),f:Helotiaceae(1.0000),g:Articulospora(1.0000),s:Articulospora_proliferata_SH083259.07FU(0.0100)	+	d:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Helotiaceae,g:Articulospora
Otu513	d:Fungi(0.7900),p:Basidiomycota(0.2900),c:Agaricomycetes(0.2600),o:Agaricales(0.1000),f:Symbiotaphrinaceae(0.0600),g:Symbiotaphrina(0.0600),s:Symbiotaphrina_buchneri_SH643910.07FU(0.0500)	+	
Otu503	d:Fungi(1.0000),p:Ascomycota(1.0000),c:Eurotiomycetes(1.0000),o:Chaetothyriales(1.0000),f:Herpotrichiellaceae(1.0000),g:Exophiala(1.0000)	+	d:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Exophiala
Otu504	d:Fungi(1.0000),p:Ascomycota(1.0000),c:Eurotiomycetes(1.0000),o:Verrucariales(1.0000),f:Verrucariaceae(1.0000),g:Agonimia(0.2500),s:Agonimia_vouauxii_SH014401.07FU(0.2500)	+	d:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Verrucariales,f:Verrucariaceae
Otu511	d:Fungi(1.0000),p:Ascomycota(0.9900),c:Dothideomycetes(0.6400),o:Pleosporales(0.6400),f:Melanommataceae(0.6400),g:Alpinaria(0.4200),s:Alpinaria_rhododendri_SH106794.07FU(0.4200)	+	d:Fungi,p:Ascomycota
Otu507	d:Fungi(1.0000),p:Ascomycota(0.8100),c:Dothideomycetes(0.8000),o:Pleosporales(0.8000),f:Phaeosphaeriaceae(0.0200),g:Phaeosphaeria(0.0200),s:Phaeosphaeria_podocarpi_SH182930.07FU(0.0200)	+	d:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales
Otu515	d:Fungi(1.0000),p:Chytridiomycota(0.3400),c:Agaricomycetes(0.1300),o:Orbiliales(0.0600),f:Orbiliaceae(0.0600),g:Orbilia(0.0500),s:Lobulomyces_poculatus_SH029499.07FU(0.0200)	+	d:Fungi
Otu512	d:Fungi(1.0000),p:Ascomycota(1.0000),c:Pezizomycetes(1.0000),o:Pezizales(1.0000),f:Pyronemataceae(1.0000),g:Tricharina(1.0000),s:Tricharina_groenlandica_SH194145.07FU(0.2800)	+	d:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pyronemataceae,g:Tricharina
Otu517	d:Fungi(1.0000),p:Basidiomycota(1.0000),c:Agaricomycetes(1.0000),o:Cantharellales(1.0000),f:Ceratobasidiaceae(1.0000)	+	d:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Cantharellales,f:Ceratobasidiaceae
Otu518	d:Rhizaria(0.7100),p:Cercozoa(0.7100),c:Agaricomycetes(0.0300),o:Helotiales(0.0200),f:Symbiotaphrinaceae(0.0200),g:Symbiotaphrina(0.0200),s:Symbiotaphrina_kochii_SH021199.07FU(0.0200)	+	
