Date	Tray	Experiment	Tray.1	Pot	Exp.Tray.Pot	Group	Genotype	Area	Area_cm2
16-Nov-2017	7.P.C.3.c	23deg	6	2	23deg:6:2	10	Est-1:acd6-null	5327	1.406660938
16-Nov-2017	7.P.C.3.c	23deg	6	8	23deg:6:8	8	Est-1	5946	1.570115625
16-Nov-2017	7.P.C.3.c	23deg	6	13	23deg:6:13	10	Est-1:acd6-null	6209	1.639564063
16-Nov-2017	7.P.C.3.c	23deg	6	18	23deg:6:18	8	Est-1	6101	1.611045313
16-Nov-2017	7.P.C.3.c	23deg	6	20	23deg:6:20	9	Est-1:acd6-null	2969	0.784001563
16-Nov-2017	7.P.C.3.c	23deg	6	22	23deg:6:22	8	Est-1	7129	1.882501563
17-Nov-2017	7.P.C.3.c	23deg	6	2	23deg:6:2	10	Est-1:acd6-null	6320	1.668875
17-Nov-2017	7.P.C.3.c	23deg	6	8	23deg:6:8	8	Est-1	9339	2.466079688
17-Nov-2017	7.P.C.3.c	23deg	6	13	23deg:6:13	10	Est-1:acd6-null	8230	2.173234375
17-Nov-2017	7.P.C.3.c	23deg	6	18	23deg:6:18	8	Est-1	8378	2.212315625
17-Nov-2017	7.P.C.3.c	23deg	6	20	23deg:6:20	9	Est-1:acd6-null	4310	1.138109375
17-Nov-2017	7.P.C.3.c	23deg	6	22	23deg:6:22	8	Est-1	9652	2.54873125
18-Nov-2017	7.P.C.3.c	23deg	6	2	23deg:6:2	10	Est-1:acd6-null	7878	2.080284375
18-Nov-2017	7.P.C.3.c	23deg	6	8	23deg:6:8	8	Est-1	12004	3.16980625
18-Nov-2017	7.P.C.3.c	23deg	6	13	23deg:6:13	10	Est-1:acd6-null	12905	3.407726563
18-Nov-2017	7.P.C.3.c	23deg	6	18	23deg:6:18	8	Est-1	12591	3.324810938
18-Nov-2017	7.P.C.3.c	23deg	6	20	23deg:6:20	9	Est-1:acd6-null	6151	1.624248438
18-Nov-2017	7.P.C.3.c	23deg	6	22	23deg:6:22	8	Est-1	14086	3.719584375
19-Nov-2017	7.P.C.3.c	23deg	6	2	23deg:6:2	10	Est-1:acd6-null	9750	2.574609375
19-Nov-2017	7.P.C.3.c	23deg	6	8	23deg:6:8	8	Est-1	16336	4.313725
19-Nov-2017	7.P.C.3.c	23deg	6	13	23deg:6:13	10	Est-1:acd6-null	17939	4.737017188
19-Nov-2017	7.P.C.3.c	23deg	6	18	23deg:6:18	8	Est-1	17720	4.6791875
19-Nov-2017	7.P.C.3.c	23deg	6	20	23deg:6:20	9	Est-1:acd6-null	9246	2.441521875
19-Nov-2017	7.P.C.3.c	23deg	6	22	23deg:6:22	8	Est-1	18418	4.863503125
20-Nov-2017	7.P.C.3.c	23deg	6	2	23deg:6:2	10	Est-1:acd6-null	11530	3.044640625
20-Nov-2017	7.P.C.3.c	23deg	6	8	23deg:6:8	8	Est-1	20658	5.455003125
20-Nov-2017	7.P.C.3.c	23deg	6	13	23deg:6:13	10	Est-1:acd6-null	24503	6.470323438
20-Nov-2017	7.P.C.3.c	23deg	6	18	23deg:6:18	8	Est-1	21970	5.801453125
20-Nov-2017	7.P.C.3.c	23deg	6	20	23deg:6:20	9	Est-1:acd6-null	12849	3.392939063
20-Nov-2017	7.P.C.3.c	23deg	6	22	23deg:6:22	8	Est-1	21826	5.763428125
21-Nov-2017	7.P.C.3.c	23deg	6	2	23deg:6:2	10	Est-1:acd6-null	13356	3.52681875
21-Nov-2017	7.P.C.3.c	23deg	6	8	23deg:6:8	8	Est-1	23132	6.10829375
21-Nov-2017	7.P.C.3.c	23deg	6	13	23deg:6:13	10	Est-1:acd6-null	33753	8.912901563
21-Nov-2017	7.P.C.3.c	23deg	6	18	23deg:6:18	8	Est-1	27778	7.335128125
21-Nov-2017	7.P.C.3.c	23deg	6	20	23deg:6:20	9	Est-1:acd6-null	17817	4.704801563
21-Nov-2017	7.P.C.3.c	23deg	6	22	23deg:6:22	8	Est-1	26565	7.014820313
22-Nov-2017	7.P.C.3.c	23deg	6	2	23deg:6:2	10	Est-1:acd6-null	13574	3.584384375
22-Nov-2017	7.P.C.3.c	23deg	6	8	23deg:6:8	8	Est-1	26831	7.085060938
22-Nov-2017	7.P.C.3.c	23deg	6	13	23deg:6:13	10	Est-1:acd6-null	44487	11.74734844
22-Nov-2017	7.P.C.3.c	23deg	6	18	23deg:6:18	8	Est-1	32860	8.67709375
22-Nov-2017	7.P.C.3.c	23deg	6	20	23deg:6:20	9	Est-1:acd6-null	23275	6.146054688
22-Nov-2017	7.P.C.3.c	23deg	6	22	23deg:6:22	8	Est-1	31681	8.365764063
23-Nov-2017	7.P.C.3.c	23deg	6	2	23deg:6:2	10	Est-1:acd6-null	15745	4.157664063
23-Nov-2017	7.P.C.3.c	23deg	6	8	23deg:6:8	8	Est-1	30747	8.119129688
23-Nov-2017	7.P.C.3.c	23deg	6	13	23deg:6:13	10	Est-1:acd6-null	54530	14.39932813
23-Nov-2017	7.P.C.3.c	23deg	6	18	23deg:6:18	8	Est-1	36522	9.644090625
23-Nov-2017	7.P.C.3.c	23deg	6	20	23deg:6:20	9	Est-1:acd6-null	30252	7.98841875
23-Nov-2017	7.P.C.3.c	23deg	6	22	23deg:6:22	8	Est-1	35399	9.347548438
24-Nov-2017	7.P.C.3.c	23deg	6	2	23deg:6:2	10	Est-1:acd6-null	17867	4.718004688
24-Nov-2017	7.P.C.3.c	23deg	6	8	23deg:6:8	8	Est-1	37327	9.856660938
24-Nov-2017	7.P.C.3.c	23deg	6	13	23deg:6:13	10	Est-1:acd6-null	64292	16.97710625
24-Nov-2017	7.P.C.3.c	23deg	6	18	23deg:6:18	8	Est-1	42725	11.28207031
24-Nov-2017	7.P.C.3.c	23deg	6	20	23deg:6:20	9	Est-1:acd6-null	40867	10.79144219
24-Nov-2017	7.P.C.3.c	23deg	6	22	23deg:6:22	8	Est-1	43412	11.46348125
25-Nov-2017	7.P.C.3.c	23deg	6	2	23deg:6:2	10	Est-1:acd6-null	26937	7.113051563
25-Nov-2017	7.P.C.3.c	23deg	6	8	23deg:6:8	8	Est-1	43929	11.60000156
25-Nov-2017	7.P.C.3.c	23deg	6	13	23deg:6:13	10	Est-1:acd6-null	72995	19.27524219
25-Nov-2017	7.P.C.3.c	23deg	6	18	23deg:6:18	8	Est-1	50098	13.22900313
25-Nov-2017	7.P.C.3.c	23deg	6	20	23deg:6:20	9	Est-1:acd6-null	55985	14.78353906
25-Nov-2017	7.P.C.3.c	23deg	6	22	23deg:6:22	8	Est-1	52380	13.83159375
26-Nov-2017	7.P.C.3.c	23deg	6	2	23deg:6:2	10	Est-1:acd6-null	31423	8.297635938
26-Nov-2017	7.P.C.3.c	23deg	6	8	23deg:6:8	8	Est-1	47184	12.459525
26-Nov-2017	7.P.C.3.c	23deg	6	13	23deg:6:13	10	Est-1:acd6-null	77486	20.46114688
26-Nov-2017	7.P.C.3.c	23deg	6	18	23deg:6:18	8	Est-1	63152	16.676075
26-Nov-2017	7.P.C.3.c	23deg	6	20	23deg:6:20	9	Est-1:acd6-null	66906	17.66736563
26-Nov-2017	7.P.C.3.c	23deg	6	22	23deg:6:22	8	Est-1	53156	14.03650625
14-Nov-2017	7.P.D.3.a	23deg	5	0	23deg:5:0	9	Est-1:acd6-null	4107	1.084504688
14-Nov-2017	7.P.D.3.a	23deg	5	9	23deg:5:9	8	Est-1	3392	0.8957
14-Nov-2017	7.P.D.3.a	23deg	5	15	23deg:5:15	8	Est-1	2253	0.594932813
14-Nov-2017	7.P.D.3.a	23deg	5	17	23deg:5:17	8	Est-1	4430	1.169796875
14-Nov-2017	7.P.D.3.a	23deg	5	23	23deg:5:23	9	Est-1:acd6-null	4535	1.197523438
14-Nov-2017	7.P.D.3.a	23deg	5	28	23deg:5:28	10	Est-1:acd6-null	3339	0.881704688
15-Nov-2017	7.P.D.3.a	23deg	5	0	23deg:5:0	9	Est-1:acd6-null	5656	1.4935375
15-Nov-2017	7.P.D.3.a	23deg	5	9	23deg:5:9	8	Est-1	4591	1.212310938
15-Nov-2017	7.P.D.3.a	23deg	5	15	23deg:5:15	8	Est-1	3986	1.052553125
15-Nov-2017	7.P.D.3.a	23deg	5	17	23deg:5:17	8	Est-1	5068	1.33826875
15-Nov-2017	7.P.D.3.a	23deg	5	23	23deg:5:23	9	Est-1:acd6-null	5717	1.509645313
15-Nov-2017	7.P.D.3.a	23deg	5	28	23deg:5:28	10	Est-1:acd6-null	4484	1.18405625
16-Nov-2017	7.P.D.3.a	23deg	5	0	23deg:5:0	9	Est-1:acd6-null	7180	1.89596875
16-Nov-2017	7.P.D.3.a	23deg	5	9	23deg:5:9	8	Est-1	6034	1.593353125
16-Nov-2017	7.P.D.3.a	23deg	5	15	23deg:5:15	8	Est-1	5290	1.396890625
16-Nov-2017	7.P.D.3.a	23deg	5	17	23deg:5:17	8	Est-1	6049	1.597314063
16-Nov-2017	7.P.D.3.a	23deg	5	23	23deg:5:23	9	Est-1:acd6-null	6673	1.762089063
16-Nov-2017	7.P.D.3.a	23deg	5	28	23deg:5:28	10	Est-1:acd6-null	6426	1.696865625
17-Nov-2017	7.P.D.3.a	23deg	5	0	23deg:5:0	9	Est-1:acd6-null	8922	2.355965625
17-Nov-2017	7.P.D.3.a	23deg	5	9	23deg:5:9	8	Est-1	7125	1.881445313
17-Nov-2017	7.P.D.3.a	23deg	5	15	23deg:5:15	8	Est-1	7121	1.880389063
17-Nov-2017	7.P.D.3.a	23deg	5	17	23deg:5:17	8	Est-1	7992	2.1103875
17-Nov-2017	7.P.D.3.a	23deg	5	23	23deg:5:23	9	Est-1:acd6-null	8981	2.371545313
17-Nov-2017	7.P.D.3.a	23deg	5	28	23deg:5:28	10	Est-1:acd6-null	8827	2.330879688
18-Nov-2017	7.P.D.3.a	23deg	5	0	23deg:5:0	9	Est-1:acd6-null	10205	2.694757813
18-Nov-2017	7.P.D.3.a	23deg	5	9	23deg:5:9	8	Est-1	9320	2.4610625
18-Nov-2017	7.P.D.3.a	23deg	5	15	23deg:5:15	8	Est-1	8555	2.259054688
18-Nov-2017	7.P.D.3.a	23deg	5	17	23deg:5:17	8	Est-1	8810	2.326390625
18-Nov-2017	7.P.D.3.a	23deg	5	23	23deg:5:23	9	Est-1:acd6-null	12593	3.325339063
18-Nov-2017	7.P.D.3.a	23deg	5	28	23deg:5:28	10	Est-1:acd6-null	12422	3.280184375
19-Nov-2017	7.P.D.3.a	23deg	5	0	23deg:5:0	9	Est-1:acd6-null	12139	3.205454688
19-Nov-2017	7.P.D.3.a	23deg	5	9	23deg:5:9	8	Est-1	12060	3.18459375
19-Nov-2017	7.P.D.3.a	23deg	5	15	23deg:5:15	8	Est-1	12256	3.23635
19-Nov-2017	7.P.D.3.a	23deg	5	17	23deg:5:17	8	Est-1	10364	2.73674375
19-Nov-2017	7.P.D.3.a	23deg	5	23	23deg:5:23	9	Est-1:acd6-null	16037	4.234770313
19-Nov-2017	7.P.D.3.a	23deg	5	28	23deg:5:28	10	Est-1:acd6-null	16056	4.2397875
20-Nov-2017	7.P.D.3.a	23deg	5	0	23deg:5:0	9	Est-1:acd6-null	14209	3.752064063
20-Nov-2017	7.P.D.3.a	23deg	5	9	23deg:5:9	8	Est-1	14675	3.875117188
20-Nov-2017	7.P.D.3.a	23deg	5	15	23deg:5:15	8	Est-1	14416	3.806725
20-Nov-2017	7.P.D.3.a	23deg	5	17	23deg:5:17	8	Est-1	12838	3.390034375
20-Nov-2017	7.P.D.3.a	23deg	5	23	23deg:5:23	9	Est-1:acd6-null	21357	5.639582813
20-Nov-2017	7.P.D.3.a	23deg	5	28	23deg:5:28	10	Est-1:acd6-null	19706	5.203615625
21-Nov-2017	7.P.D.3.a	23deg	5	0	23deg:5:0	9	Est-1:acd6-null	15873	4.191464063
21-Nov-2017	7.P.D.3.a	23deg	5	9	23deg:5:9	8	Est-1	16910	4.465296875
21-Nov-2017	7.P.D.3.a	23deg	5	15	23deg:5:15	8	Est-1	18803	4.965167188
21-Nov-2017	7.P.D.3.a	23deg	5	17	23deg:5:17	8	Est-1	13682	3.612903125
21-Nov-2017	7.P.D.3.a	23deg	5	23	23deg:5:23	9	Est-1:acd6-null	27893	7.365495313
21-Nov-2017	7.P.D.3.a	23deg	5	28	23deg:5:28	10	Est-1:acd6-null	27206	7.184084375
22-Nov-2017	7.P.D.3.a	23deg	5	0	23deg:5:0	9	Est-1:acd6-null	16878	4.456846875
22-Nov-2017	7.P.D.3.a	23deg	5	9	23deg:5:9	8	Est-1	20513	5.416714063
22-Nov-2017	7.P.D.3.a	23deg	5	15	23deg:5:15	8	Est-1	24219	6.395329688
22-Nov-2017	7.P.D.3.a	23deg	5	17	23deg:5:17	8	Est-1	15763	4.162417188
22-Nov-2017	7.P.D.3.a	23deg	5	23	23deg:5:23	9	Est-1:acd6-null	35649	9.413564063
22-Nov-2017	7.P.D.3.a	23deg	5	28	23deg:5:28	10	Est-1:acd6-null	35626	9.407490625
23-Nov-2017	7.P.D.3.a	23deg	5	0	23deg:5:0	9	Est-1:acd6-null	17707	4.675754688
23-Nov-2017	7.P.D.3.a	23deg	5	9	23deg:5:9	8	Est-1	23479	6.199923438
23-Nov-2017	7.P.D.3.a	23deg	5	15	23deg:5:15	8	Est-1	34140	9.01509375
23-Nov-2017	7.P.D.3.a	23deg	5	17	23deg:5:17	8	Est-1	17730	4.681828125
23-Nov-2017	7.P.D.3.a	23deg	5	23	23deg:5:23	9	Est-1:acd6-null	43160	11.3969375
23-Nov-2017	7.P.D.3.a	23deg	5	28	23deg:5:28	10	Est-1:acd6-null	46873	12.37740156
24-Nov-2017	7.P.D.3.a	23deg	5	0	23deg:5:0	9	Est-1:acd6-null	18941	5.001607813
24-Nov-2017	7.P.D.3.a	23deg	5	9	23deg:5:9	8	Est-1	30617	8.084801563
24-Nov-2017	7.P.D.3.a	23deg	5	15	23deg:5:15	8	Est-1	39039	10.30873594
24-Nov-2017	7.P.D.3.a	23deg	5	17	23deg:5:17	8	Est-1	21445	5.662820313
24-Nov-2017	7.P.D.3.a	23deg	5	23	23deg:5:23	9	Est-1:acd6-null	50442	13.31984063
24-Nov-2017	7.P.D.3.a	23deg	5	28	23deg:5:28	10	Est-1:acd6-null	57213	15.10780781
25-Nov-2017	7.P.D.3.a	23deg	5	0	23deg:5:0	9	Est-1:acd6-null	20635	5.448929688
25-Nov-2017	7.P.D.3.a	23deg	5	9	23deg:5:9	8	Est-1	39629	10.46453281
25-Nov-2017	7.P.D.3.a	23deg	5	15	23deg:5:15	8	Est-1	41443	10.94354219
25-Nov-2017	7.P.D.3.a	23deg	5	17	23deg:5:17	8	Est-1	25537	6.743364063
25-Nov-2017	7.P.D.3.a	23deg	5	23	23deg:5:23	9	Est-1:acd6-null	60004	15.84480625
25-Nov-2017	7.P.D.3.a	23deg	5	28	23deg:5:28	10	Est-1:acd6-null	67060	17.70803125
26-Nov-2017	7.P.D.3.a	23deg	5	0	23deg:5:0	9	Est-1:acd6-null	23099	6.099579688
26-Nov-2017	7.P.D.3.a	23deg	5	9	23deg:5:9	8	Est-1	44222	11.67737188
26-Nov-2017	7.P.D.3.a	23deg	5	15	23deg:5:15	8	Est-1	46477	12.27283281
26-Nov-2017	7.P.D.3.a	23deg	5	17	23deg:5:17	8	Est-1	30556	8.06869375
26-Nov-2017	7.P.D.3.a	23deg	5	23	23deg:5:23	9	Est-1:acd6-null	70392	18.5878875
26-Nov-2017	7.P.D.3.a	23deg	5	28	23deg:5:28	10	Est-1:acd6-null	73215	19.33333594
