CORNER	RM109S73	RM109S169	RM109S81	RM109S177	RM109S1	RM109S9	RM109S105	RM109S113	RM109S121	RM109S33	RM109S129	RM109S41	RM109S137	RM109S49	RM109S145	RM109S57	RM109S65	RM109S161	RM109S170	RM109S82	RM109S178	RM109S98	RM109S106	RM109S26	RM109S122	RM109S34	RM109S130	RM109S42	RM109S138	RM109S146	RM109S154	RM109S162	RM109S91	RM109S11	RM109S27	RM109S35	RM109S59	RM109S67	RM109S4	RM109S12	RM109S36	RM109S44	RM109S60	RM109S77	RM109S85	RM109S5	RM109S29	RM109S61	RM109S69	RM109S78	RM109S6	RM109S14	RM109S22	RM109S54	RM109S62	RM109S79	RM109S186	RM109S87	RM109S15	RM109S39	RM109S8	RM109S16	RM109S32	RM109S48
Otu344	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1039	0	7	0	0	4	0	0	0	6	0	0	0	0	2	0	0	17	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	40	0	0	11	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1724	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0
Otu211	0	7	0	22	0	0	103	427	12	1	0	2	15	0	8	0	0	0	0	0	0	0	0	0	61	0	0	0	11	24	100	1	0	0	0	0	1	0	0	0	0	2	0	0	2	16	3	0	8	990	0	6	10	766	13	0	8	0	3	9	1	0	0	0
Otu2026	0	1	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu501	0	3	0	12	0	0	44	0	8	0	0	0	4	0	4	0	0	0	0	6	0	0	0	5	9	0	18	0	8	48	30	25	0	0	0	0	0	0	0	6	0	0	0	22	256	0	54	0	0	21	25	6	0	0	0	0	10	0	3	1	0	0	0	5
Otu1222	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1928	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	3	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	0	0	0	0	0	0	2	0	0	19	0	0	0	0	0	0	0
Otu935	0	29	0	1	0	0	0	0	34	0	3	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	3	15	0	0	0	1	3	0	0	1	0	0	0	0	5	0	1	0	0	0	5	0	2	0	0	1	0	0	1	0	2	0	0	0
Otu2035	0	2	0	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Otu1655	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1473	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	55	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
Otu1055	0	3	0	94	0	0	0	38	1	0	58	0	0	0	0	0	0	8	28	0	0	22	53	0	0	0	6	0	17	0	0	0	0	0	0	0	0	0	0	0	0	1	0	16	3	16	0	0	4	124	34	8	1	4	0	0	1	0	6	12	0	0	0	0
Otu563	0	2	22	0	0	7	0	0	0	8	0	5	0	2	0	0	7	0	0	0	0	0	0	1	0	0	0	92	0	0	0	0	2	1	7	2	40	1	7	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	33	72	0	0
Otu1141	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	26	0	0	0	0
Otu800	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu793	0	1	0	20	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Otu1110	0	2	0	0	0	18	14	0	0	0	1	0	0	11	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	2	0	6	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0
Otu159	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	34	676	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1598	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	0	17	0	0	0	6	24	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu943	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	38	0	0	2	0	0	0	0	0	0	0	62	0	0	1	0	0	0	0	0	0	0	0	0
Otu71	0	1	0	0	0	1	0	0	0	1	0	0	0	2	37	0	0	0	0	0	0	0	1110	0	0	1	0	0	0	3	2965	5	0	0	0	0	2	0	0	0	18	0	68	1	0	0	3	318	0	0	1	0	0	0	0	0	8	0	0	11608	0	0	0	1
Otu1650	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu703	0	1	0	44	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	61	0	7	18	0	0	0	0	0	0	0	0	53	0	0	74	0	0	0	0	0	0	0	0	0	7	2	0	0	0	0	0	0	0	0	0
Otu1722	0	3	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu972	0	1	12	1	0	0	0	0	0	0	0	1	0	0	0	11	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	17	0
Otu1594	0	1	0	0	0	9	15	0	0	0	1	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1471	0	1	6	1	0	1	1	0	0	0	0	1	1	0	0	3	1	0	2	0	0	0	0	0	0	0	0	0	1	5	1	3	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	2	0	0	4	0	0	0	0	0	0	0
Otu402	0	9	0	2	0	0	0	0	1	0	0	0	18	0	0	0	0	0	2	1	3	3	0	0	0	0	0	0	18	10	64	5	0	0	0	0	0	0	0	0	0	6	0	19	14	0	0	0	3	11	69	9	3	7	24	0	2	0	1	9	0	0	0	0
Otu1248	0	2	0	40	0	0	0	13	1	0	20	0	0	0	0	0	0	0	6	0	0	14	0	0	0	0	3	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3	2	2	0	2	3	35	5	2	0	0	0	0	1	0	6	4	0	0	0	0
Otu1443	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	16	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu153	0	1	4	0	0	0	0	1	0	4	0	0	10	2	3	2	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	4	0	571	33	1	17	0	12	269	0	0	3	0	9	2	0	10	0	39	0	9	0	0	1	0	0	0	13
Otu1169	0	2	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0
Otu434	0	1	0	66	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
Otu417	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	1	1	0	0	0	25	0	0	11	15	0	650	0	0	0	1	0	0	0	5	0	0	0	0	4	0	0	0	4
Otu947	0	1	0	3	0	0	109	0	0	0	0	0	0	0	20	0	0	0	24	0	0	0	0	0	0	1	0	6	0	20	23	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	11	0	26	0	0	0	10	0	0	0	92	0	0	0
Otu1865	0	1	1	1	0	2	0	0	0	5	0	1	0	1	0	4	4	0	0	4	0	0	0	5	0	3	0	0	0	0	0	0	5	2	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	1	1	0	4	0	0
Otu1922	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0
Otu139	0	1	6	0	35	5	0	0	0	21	0	0	0	3	0	46	5	0	0	21	0	0	0	93	0	54	0	2	0	0	0	0	1	68	0	25	21	13	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	133	0	81	0
Otu511	0	1	9	0	0	0	11	0	0	0	0	3	0	0	63	0	0	0	11	0	0	0	154	0	0	0	0	0	0	18	18	0	0	0	9	0	0	5	0	0	0	0	0	14	5	0	43	9	35	0	13	23	0	7	0	0	12	0	0	0	0	0	0	0
Otu950	0	1	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	9	0	0	8	0	0	0	2	0	0	0	0	0
Otu575	0	1	2	1	0	0	0	0	1	0	0	0	334	1	0	9	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1730	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	25	0	0	0	0	0	0	0	0	0	1	0	0	0	19	9	0	0	0	0	9	0	2	0	12	0	0	0	0	0	0	0	0	0
Otu546	0	1	0	0	0	0	1	19	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	2	0	526	0	31	0	0	0	0	0	0	0	0	3	0	0	0	0
Otu1512	0	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu252	0	0	705	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu186	0	0	1149	0	0	0	0	0	0	7	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu53	0	0	1045	0	26	0	0	0	0	39	0	10	0	0	0	427	0	0	0	15	0	0	0	16	0	7	0	23	1	0	0	0	9	0	0	0	0	3	500	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	21	0
Otu240	0	0	56	0	1	0	0	0	0	8	0	30	0	0	0	144	0	0	0	7	0	0	0	35	0	2	0	31	0	0	0	0	48	0	0	0	0	1	136	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu391	0	0	59	0	0	0	0	0	0	0	0	7	0	0	0	0	17	0	0	3	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	28	0	0	0
Otu124	0	0	59	0	0	1	0	0	0	0	0	603	0	0	0	16	0	0	0	0	0	0	0	0	0	11	0	36	0	0	0	0	0	219	41	0	111	0	1	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	1	0	0	0
Otu296	0	0	5	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	74	0	0	0	2	0	0	0	0	8	29	0	0	23	4	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	6	0	0	0
Otu326	0	0	498	0	0	0	0	0	0	0	0	11	0	0	0	3	0	0	0	9	0	0	0	3	0	6	0	12	0	0	2	0	439	0	55	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	1	0	0	0	0	0	0	0	0
Otu1789	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu691	0	0	62	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu550	0	0	33	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0
Otu655	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	2	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu479	0	0	556	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1006	0	0	12	0	0	0	0	0	0	2	0	6	0	1	0	2	3	0	0	0	0	0	0	12	0	0	0	1	0	0	0	0	1	1	1	0	1	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
Otu1667	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu507	0	0	86	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu185	0	0	71	0	0	7	0	0	0	0	0	310	0	0	0	23	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	12	30	4	1	0	1	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
Otu236	0	0	40	2	9	50	0	3	0	26	0	18	0	1	0	0	0	0	0	5	0	0	0	8	0	9	0	0	0	0	0	0	0	5	0	15	0	13	5	0	0	0	0	7	103	0	3	0	0	5	0	0	0	0	0	15	0	0	0	1	0	3	0	0
Otu109	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	84	0	0	0	0	0	0	0	8	0	0	0	0	1680	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1198	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1218	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2002	0	0	20	47	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu272	0	0	4	0	0	62	0	0	0	0	0	0	0	1677	0	0	15	1	0	1	0	0	0	3	0	116	0	20	0	30	0	0	0	0	35	0	0	15	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5	0	0
Otu889	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0
Otu1647	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu927	0	0	5	0	0	0	0	0	0	0	0	10	0	1	0	2	7	0	0	8	0	0	0	17	0	3	0	0	0	0	0	0	11	0	0	1	5	2	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	4	0
Otu984	0	0	4	0	7	0	0	0	0	8	0	0	0	4	0	2	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu1261	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1914	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu413	0	0	14	0	0	0	0	0	0	0	0	0	0	1	0	12	1	0	0	10	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	13	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	77	22	0	0
Otu1863	0	0	20	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2023	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu154	0	0	66	0	73	0	0	0	0	0	0	67	0	151	0	30	0	0	0	41	0	0	0	203	0	150	0	0	0	0	0	0	0	81	0	11	5	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	102	19	1	0
Otu117	0	0	28	0	0	0	0	0	0	0	0	0	0	5	0	0	139	0	0	1	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0	0	0	0	1804	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	7	0	0	0
Otu537	0	0	4	0	0	0	0	0	0	0	0	0	0	5	0	19	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	4	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	50	0	0
Otu628	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0
Otu1987	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu602	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7	45	0	1	0	26	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0
Otu313	0	0	25	0	101	4	0	0	0	0	0	0	0	3	0	1	1	0	0	5	0	0	0	46	0	0	0	0	0	0	0	0	0	3	2	12	10	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	9	0
Otu133	0	0	113	0	120	1	0	0	0	0	0	108	0	230	0	34	0	0	0	62	0	0	0	284	0	116	0	0	0	0	0	0	7	57	0	21	1	10	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	172	24	0	0
Otu453	0	0	7	0	8	0	0	0	0	6	0	0	0	1	0	0	12	0	0	0	0	0	0	9	0	3	0	0	0	0	0	0	0	31	0	4	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	13	0	0
Otu1035	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu815	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu298	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	12	0	0	0	0	0	0	21	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
Otu451	0	0	30	0	1	0	0	0	0	7	0	25	0	1	0	11	19	0	0	7	0	0	0	52	0	0	0	0	0	0	0	0	3	3	2	0	18	10	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0
Otu559	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu156	0	0	9	0	0	5	0	0	0	0	0	5	0	0	0	9	133	0	0	0	0	0	0	230	0	15	0	28	0	0	0	0	0	0	34	17	25	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	8	0
Otu1668	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu483	0	0	36	0	0	21	0	0	0	0	0	20	0	0	0	35	0	0	0	0	0	0	0	34	0	0	0	12	0	0	0	0	0	18	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
Otu1700	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu828	0	0	8	0	0	0	0	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	23	0	2	0	0	0	0	0	0	0	5	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
Otu544	0	0	9	0	0	0	0	0	0	93	0	1	0	0	0	0	0	0	5	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	44	0	0
Otu1208	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0
Otu1611	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu268	0	0	15	0	11	1	0	0	0	449	0	1	0	2	0	1	1	0	0	1	0	0	0	9	0	0	0	97	0	0	0	0	0	85	64	0	0	6	33	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1630	0	0	14	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	1	27	0	0	0	0	0	9	1	0	0	0	0	0	0	9	0	0	0
