OTU_ID	R211L5S10	R211L5S11	R211L5S12	R211L5S14	R211L5S15	R211L5S17	R211L5S1	R211L5S21	R211L5S22	R211L5S23	R211L5S26	R211L5S27	R211L5S29	R211L5S30	R211L5S33	R211L5S34	R211L5S35	R211L5S36	R211L5S37	R211L5S38	R211L5S39	R211L5S41	R211L5S42	R211L5S43	R211L5S46	R211L5S50	R211L5S53	R211L5S58	R211L5S5	R211L5S61	R211L5S66	R211L5S68	R211L5S69	R211L5S6	R211L5S70	R211L5S73	R211L5S74	R211L5S75	R211L5S78
Zotu2840	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
Zotu2448	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	5	3	1	0	0	0	0	0	0	3	0	0	0	1	0	2	0	0	0	0
Zotu5063	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0
Zotu1214	0	0	0	2	0	0	16	3	3	0	0	0	0	2	2	0	0	0	0	5	0	4	5	0	0	1	1	0	7	0	0	0	0	5	0	1	0	0	0
Zotu5653	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	2	0	0	4	0	0	0	0	0	0	0
Zotu3386	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3762	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Zotu2449	0	0	0	5	2	0	0	1	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0
Zotu3266	0	0	0	2	0	0	0	0	0	0	2	0	0	4	0	0	1	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	5	1	0	0	0	0
Zotu1685	0	0	0	1	1	0	3	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	3	6	2	0	6	3	0	1	5	0	0
Zotu4716	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2613	0	0	0	2	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
Zotu3942	0	0	0	4	0	0	4	3	0	0	2	3	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	3	0	0	1	0	0	0	0	1	0	0
Zotu1992	0	0	0	1	1	0	0	0	0	0	0	0	0	5	1	1	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0
Zotu2079	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	2	0	0	4	0	1	0	0	0	0	0
Zotu842	0	0	0	4	2	0	1	1	8	0	0	0	0	0	0	0	0	0	0	0	2	1	4	0	3	1	8	0	2	7	2	0	4	6	4	9	0	2	0
Zotu2020	0	0	0	1	0	0	0	4	0	0	0	0	4	1	2	2	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2984	0	0	0	2	0	0	0	0	0	0	0	0	1	0	3	0	0	1	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0
Zotu2838	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	8	0	0	0	1	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Zotu4511	0	0	0	1	0	0	1	1	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1
Zotu2404	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	4	9	0	2	0	0	0	0	0	0	0	2	0	1
Zotu5880	0	0	0	2	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3373	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
Zotu2042	0	0	0	5	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	8	1	0	0	0	0	0	0	0	4	0	0	0	3	6	4	0	0	0
Zotu1331	0	0	0	4	0	0	5	0	5	2	0	0	0	3	1	0	0	0	0	0	0	1	6	0	0	4	0	4	0	0	0	0	0	0	2	0	0	0	0
Zotu4513	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0
Zotu3374	0	0	0	3	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2771	0	0	0	4	0	0	0	0	2	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0	0	1	0	0	1	0	0
Zotu6061	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0
Zotu2650	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	5	0	0	0
Zotu4768	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1727	0	0	0	4	2	0	5	0	0	0	0	4	2	0	2	5	0	0	0	3	0	0	2	0	1	1	1	0	0	0	0	0	0	0	0	3	0	5	0
Zotu4276	0	0	0	2	0	0	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Zotu3383	0	0	0	3	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3422	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	2	0	0	0
Zotu3485	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
Zotu1703	0	0	0	2	1	0	3	2	1	0	0	5	1	0	5	0	0	0	0	0	20	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	4	0	1
Zotu1842	0	0	0	2	1	0	0	0	0	1	0	0	2	0	8	0	0	1	0	0	0	0	0	0	5	0	1	0	0	2	0	0	2	1	0	0	0	0	1
Zotu4278	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1253	0	0	0	2	0	0	3	4	0	0	0	0	0	0	1	0	0	0	2	0	0	0	2	0	1	0	0	0	0	4	0	0	1	4	0	14	0	0	0
Zotu3900	0	0	0	2	0	0	1	0	0	0	0	0	2	0	0	5	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0
Zotu5400	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	4	0	0	0	2	0	0	0
Zotu4514	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5	8	0	0	0	0	0	0
Zotu1222	0	0	0	1	0	0	0	0	0	0	0	0	7	2	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4
Zotu2507	0	0	0	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	5	0	16	0	0	0	0	0	0	0
Zotu4724	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0
Zotu2440	0	0	0	3	0	6	0	0	0	0	0	0	3	0	0	1	7	0	0	3	0	0	3	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Zotu2303	0	0	0	2	0	0	1	0	0	0	0	1	0	1	0	4	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0
Zotu3029	0	0	0	1	0	0	6	0	0	0	1	4	0	1	0	3	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Zotu5048	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1686	0	0	0	1	0	0	0	0	0	0	0	2	0	2	0	3	0	0	0	0	11	0	0	0	6	4	2	0	2	1	0	0	0	1	1	0	9	0	0
Zotu3622	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Zotu3071	0	0	0	1	2	0	0	2	0	0	0	0	0	0	5	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3994	0	0	0	4	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3257	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	3	0	0	0
Zotu2156	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	2	0	7	4	4	0	0	0	3	0	0	0	2	2	0	4	0	0	0
Zotu4515	0	0	0	3	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Zotu2227	0	0	0	1	1	0	0	0	0	0	0	4	0	0	5	0	0	0	0	1	0	0	2	1	0	0	0	0	0	6	0	0	0	3	0	0	0	0	0
Zotu2985	0	0	0	1	0	0	2	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	5	0	1	0
Zotu4928	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0
Zotu2502	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	3	2	0	1	0	0	0	0	0	1	4	0	0	0
Zotu2651	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2090	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	2
Zotu2080	0	0	0	1	0	0	0	4	0	1	1	2	3	0	3	0	1	0	1	1	0	0	0	0	0	0	0	2	2	0	0	0	0	0	1	0	0	0	0
Zotu3481	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
Zotu5838	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4063	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Zotu3158	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1534	0	0	0	1	0	0	19	0	5	0	0	0	4	0	5	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0
Zotu1307	0	0	0	3	0	0	4	1	2	0	0	0	3	0	4	0	2	0	0	4	1	0	0	0	0	6	1	0	8	0	0	1	4	1	0	9	0	0	1
Zotu993	0	0	0	2	0	0	10	0	0	0	0	0	0	0	0	3	0	4	0	16	0	3	1	0	0	0	0	0	1	1	0	0	4	4	1	0	0	0	3
Zotu1434	0	0	0	1	0	0	0	0	3	0	2	4	1	1	4	0	0	0	6	4	1	0	0	0	1	1	2	0	0	2	1	4	6	1	3	5	0	0	0
Zotu3375	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	1	1	1	0	3	0	0	4	0	0
Zotu5183	0	0	0	2	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1410	0	0	0	1	0	0	11	0	3	0	0	0	6	0	8	0	6	3	0	0	1	0	2	0	0	0	0	0	0	0	0	1	5	6	2	0	0	0	0
Zotu5049	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1843	0	0	0	2	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	7	0	0	0	2	1	0	0	0	0	0
Zotu1318	0	0	0	3	0	0	10	1	1	0	0	0	0	0	2	1	0	1	3	3	0	0	3	0	1	0	5	12	6	1	0	0	2	4	0	2	0	0	0
Zotu4293	0	0	0	1	2	0	0	0	0	0	0	0	0	0	6	0	0	0	5	0	0	1	0	0	0	0	0	0	6	0	0	0	0	1	0	0	0	0	0
Zotu3258	0	0	0	1	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3706	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	6	4	0	0	0	0	0	0	0	0	0	9	0	0	0
Zotu1421	0	0	0	2	0	0	31	0	0	0	0	0	4	0	0	0	0	0	0	12	1	0	10	0	4	0	1	0	1	2	0	0	0	0	0	0	0	0	0
Zotu1900	0	0	0	1	0	0	0	2	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	7	0	1	0	4	0	0	0	0	0	0	0	1	6	0	0
Zotu2772	0	0	0	1	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
Zotu2839	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Zotu4769	0	0	0	1	0	0	0	0	0	0	2	0	0	0	2	0	0	4	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Zotu4521	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2773	0	0	0	3	0	0	1	2	2	0	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2600	0	0	0	2	0	0	10	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	4	0	0	5	0	1	0	0	0	2	0	0	0	2	0	0
Zotu5050	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1901	0	0	0	2	0	0	9	0	0	0	1	0	5	0	3	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Zotu2808	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	6	0	0	0
Zotu5779	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3376	0	0	0	6	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Zotu3260	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0
Zotu5051	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1812	0	0	0	1	0	0	4	0	0	0	0	2	0	2	2	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	3	0	0	1
Zotu2441	0	0	0	1	2	0	1	0	2	0	0	3	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	1	3	0	0	0	0	0	9	0	0	0
Zotu4770	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Zotu700	0	0	0	2	0	0	1	2	2	0	0	1	0	0	0	1	0	0	0	3	1	0	0	0	24	27	0	1	0	0	1	1	1	0	1	0	112	0	0
Zotu1223	0	0	0	2	1	0	2	0	1	0	3	3	2	1	0	0	0	0	2	3	2	0	0	5	0	0	2	3	6	0	0	0	2	0	0	3	0	1	0
Zotu759	0	0	0	4	1	0	0	4	8	2	0	0	0	0	3	2	0	0	7	0	0	6	2	0	3	10	3	0	4	1	0	5	2	15	0	0	0	1	0
Zotu4771	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu6041	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1122	0	0	0	2	0	0	0	0	3	2	1	1	1	0	2	11	0	0	0	0	3	0	0	2	1	3	0	0	0	0	0	0	6	0	0	10	0	0	2
Zotu5780	0	0	0	2	0	0	0	0	1	0	0	2	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
Zotu6005	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
Zotu3380	0	0	0	1	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	1
Zotu253	0	0	0	1	0	0	1	3	2	0	2	0	0	0	2	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	3	0	1	1	0	0	1
Zotu2043	0	0	0	2	0	0	1	3	1	0	0	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	5	0	4	0	0	0	0	0	0	0	0	0	0
Zotu2510	0	0	0	1	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5	0	0	0	0	2	0	1	0	3	10	0	0	0	0	0	0
Zotu1344	0	0	0	5	0	0	1	2	4	0	0	1	4	4	7	1	0	1	1	5	0	0	0	1	0	0	0	0	5	2	0	0	3	1	0	4	0	0	0
Zotu1177	0	0	0	1	4	2	1	4	6	0	0	0	2	0	5	0	0	0	0	0	1	5	1	3	0	4	1	0	0	3	2	0	0	2	0	0	1	0	0
Zotu918	0	0	0	1	3	0	0	0	2	6	9	3	0	0	0	1	0	0	0	4	0	0	0	2	0	0	0	0	0	0	4	1	0	0	7	0	5	0	0
Zotu2193	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0
Zotu2601	0	0	0	2	1	0	0	2	0	0	1	0	0	5	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	3	0	2	0	0	0	0	0
Zotu2774	0	0	0	2	0	0	1	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	5	0	0	0	4
Zotu5852	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	9	0	0	0	0	0	0	5	0	0	0	0	0	0
Zotu3261	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	2	0	0	3	0	0
Zotu1165	0	0	0	9	1	0	0	2	3	1	0	2	7	0	17	7	0	0	0	3	0	0	3	0	11	0	0	0	1	9	1	0	17	3	0	8	0	0	3
Zotu1489	0	0	0	5	0	0	0	1	0	0	0	2	3	0	6	0	0	0	0	2	0	5	0	0	0	1	0	0	0	3	0	0	2	4	0	0	0	0	1
Zotu2910	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0
Zotu95	0	0	0	1	0	0	0	0	0	0	3	0	0	1	1	5915	0	0	0	0	6	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Zotu5677	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3019	0	0	0	1	0	0	0	1	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	1	0	0	0	0	0	5	3	0	0	0	4	2	0	0	0
Zotu5099	0	0	0	1	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Zotu3262	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Zotu5403	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	1	0	0	0	0	0
Zotu3574	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	3	0	0	5	4	0	0	0	0	0	2	0	0	0
Zotu5053	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3902	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	8	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Zotu2304	0	0	0	1	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	2	0	0	0	0	1	0
Zotu1955	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2022	0	0	0	1	0	0	0	0	0	0	0	0	5	0	4	0	0	1	0	1	0	0	1	0	0	2	0	0	0	1	1	0	3	0	0	2	0	0	0
Zotu4107	0	0	0	1	0	0	8	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1726	0	0	0	2	3	0	1	1	0	1	0	0	3	0	4	0	0	0	6	0	0	0	1	0	0	0	3	0	0	3	0	0	7	1	0	1	0	0	0
Zotu1503	0	0	0	3	0	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	3	4	2	0	1	0	0	8	0	0	3	0	0	0	4	5	0	0
Zotu1870	0	0	0	1	2	6	0	3	0	1	0	0	0	0	0	0	0	0	0	0	1	0	6	5	0	0	0	0	4	2	0	1	0	2	0	0	0	0	0
Zotu3760	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	7	0	0	0	0	4	0	0	0	0	0
Zotu1536	0	0	0	1	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	9	0	0	4	0	0	0	0	0	0	4	4	0	7	0	0	0
Zotu4197	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4282	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Zotu1813	0	0	0	3	2	0	0	2	0	1	0	1	3	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0
Zotu2912	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Zotu2776	0	0	0	1	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
Zotu5404	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4516	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1981	0	0	0	1	1	2	14	1	0	0	0	0	0	0	6	1	0	0	0	1	1	0	0	0	0	0	0	0	1	3	0	5	0	0	0	3	0	0	1
Zotu746	0	0	0	1	1	0	12	0	0	0	2	0	6	7	4	9	0	0	0	3	0	1	7	3	0	3	0	1	0	0	2	0	5	3	0	4	0	0	0
Zotu2442	0	0	0	2	0	0	9	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
Zotu3584	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
Zotu1457	0	0	0	1	0	0	12	0	0	0	0	1	0	0	3	0	0	3	1	0	0	0	0	0	2	2	3	0	0	1	0	1	0	0	1	3	1	0	0
Zotu551	0	0	0	1	8	0	22	0	3	0	2	5	10	8	5	3	2	5	0	5	0	5	24	0	6	2	2	2	0	2	7	4	5	6	12	2	8	0	0
Zotu1956	0	0	0	4	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	1	0
Zotu1192	0	0	0	1	0	0	24	0	3	0	0	13	0	5	5	0	8	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
Zotu3623	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	2	2	0	0
Zotu1927	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Zotu1957	0	0	0	1	3	0	10	0	0	5	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5	0	0	0	0	0	0	0	0	0
Zotu1561	0	0	0	2	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	9	0	6	8	0	0	0	0	0	3	1	8	0	5	0	0	0
Zotu1060	0	0	0	1	0	0	7	4	0	0	2	2	1	0	5	10	2	0	1	0	7	7	2	2	0	15	0	0	0	1	0	0	0	6	0	0	4	0	3
Zotu1368	0	0	0	2	0	0	0	3	0	0	0	2	10	0	12	0	0	0	0	8	0	0	0	0	2	3	6	0	0	2	0	0	2	0	0	6	0	0	1
